Gender,X,Y,Z,Output
m,15,39,42,0
m,15,38,43,0
m,14,39,43,0
m,11,39,40,0
m,10,38,39,0
m,7,36,39,0
m,7,37,37,0
m,11,39,38,0
m,17,41,38,0
m,16,43,34,0
m,12,42,33,0
m,14,43,33,0
m,18,46,34,0
m,18,43,35,0
m,16,45,37,0
m,16,44,38,0
m,16,45,38,0
m,16,44,39,0
m,17,43,40,0
m,16,42,40,0
m,16,42,42,0
m,17,42,41,0
m,17,42,41,0
m,17,41,42,0
m,18,40,41,0
m,18,41,39,0
m,18,42,39,0
m,16,44,37,0
m,10,46,37,0
m,9,46,37,0
m,14,45,35,0
m,7,42,34,0
m,8,40,35,0
m,10,41,34,0
m,14,41,34,0
m,17,41,35,0
m,17,40,38,0
m,20,42,38,0
m,17,43,38,0
m,18,41,38,0
m,18,42,39,0
m,17,44,40,0
m,19,45,41,0
m,17,42,40,0
m,17,44,40,0
m,15,43,38,0
m,10,44,35,0
m,6,45,35,0
m,9,47,35,0
m,14,46,35,0
m,15,44,32,0
m,15,44,31,0
m,15,44,31,0
m,15,43,31,0
m,16,42,31,0
m,15,40,31,0
m,15,42,32,0
m,14,42,31,0
m,15,43,31,0
m,14,42,31,0
m,14,42,31,0
m,15,41,29,0
m,15,42,29,0
m,15,42,29,0
m,15,43,28,0
m,16,42,28,0
m,16,40,27,0
m,17,40,26,0
m,12,41,25,0
m,8,44,24,0
m,14,45,27,0
m,15,45,28,0
m,12,41,30,0
m,10,40,29,0
m,12,44,32,0
m,13,44,33,0
m,14,41,32,0
m,15,40,32,0
m,14,41,33,0
m,15,40,34,0
m,14,41,34,0
m,14,40,34,0
m,15,39,34,0
m,14,39,34,0
m,15,39,32,0
m,12,39,31,0
m,6,38,31,0
m,4,40,32,0
m,10,39,35,0
m,14,40,34,0
m,14,44,34,0
m,14,42,34,0
m,14,44,35,0
m,15,41,36,0
m,15,42,37,0
m,14,41,37,0
m,13,40,36,0
m,13,42,36,0
m,13,40,35,0
m,15,40,34,0
m,14,38,36,0
m,14,39,35,0
m,13,40,35,0
m,15,39,35,0
m,14,40,35,0
m,10,40,35,0
m,10,38,35,0
m,11,41,33,0
m,10,41,33,0
m,8,40,33,0
m,11,38,33,0
m,13,38,32,0
m,12,40,32,0
m,13,38,32,0
m,12,37,32,0
m,15,38,32,0
m,15,39,31,0
m,15,38,31,0
m,14,40,31,0
m,14,41,32,0
m,15,40,32,0
m,15,42,32,0
m,14,41,34,0
m,13,40,33,0
m,14,41,36,0
m,16,41,35,0
m,15,41,36,0
m,15,40,35,0
m,12,41,35,0
m,12,39,33,0
m,12,39,34,0
m,6,38,31,0
m,5,39,30,0
m,10,38,33,0
m,14,37,34,0
m,17,37,32,0
m,14,36,33,0
m,10,36,32,0
m,12,35,32,0
m,15,37,33,0
m,16,37,34,0
m,15,38,35,0
m,16,39,35,0
m,13,39,35,0
m,13,39,36,0
m,12,41,36,0
m,13,39,38,0
m,13,40,37,0
m,14,38,36,0
m,13,38,36,0
m,11,38,35,0
m,10,38,35,0
m,9,38,33,0
m,6,38,31,0
m,5,36,31,0
m,9,35,30,0
m,14,33,29,0
m,15,31,29,0
m,11,32,28,0
m,10,35,26,0
m,12,35,27,0
m,14,34,28,0
m,13,33,29,0
m,13,36,29,0
m,14,36,29,0
m,15,36,30,0
m,14,36,28,0
m,13,36,30,0
m,13,37,29,0
m,11,36,29,0
m,8,37,29,0
m,10,36,30,0
m,12,36,33,0
m,11,36,31,0
m,12,33,32,0
m,12,34,30,0
m,12,34,30,0
m,11,37,33,0
m,12,38,34,0
m,13,38,34,0
m,13,37,34,0
m,12,37,34,0
m,14,39,34,0
m,14,39,34,0
m,15,39,34,0
m,15,39,34,0
m,15,41,34,0
m,14,40,34,0
m,16,40,34,0
m,14,39,34,0
m,12,42,33,0
m,9,41,32,0
m,8,41,32,0
m,6,43,31,0
m,3,41,30,0
m,10,38,31,0
m,15,40,32,0
m,14,39,31,0
m,11,39,29,0
m,12,39,28,0
m,14,41,26,0
m,15,40,26,0
m,14,41,26,0
m,14,42,25,0
m,15,42,26,0
m,13,44,25,0
m,13,44,27,0
m,15,44,28,0
m,14,42,29,0
m,13,44,28,0
m,14,44,31,0
m,14,44,30,0
m,16,45,30,0
m,15,45,31,0
m,17,47,31,0
m,16,47,31,0
m,18,48,33,0
m,17,49,33,0
m,17,48,34,0
m,17,49,34,0
m,19,48,34,0
m,18,46,35,0
m,17,46,35,0
m,15,48,35,0
m,17,46,35,0
m,18,47,35,0
m,21,46,36,0
m,23,46,36,0
m,22,47,36,0
m,23,49,37,0
m,24,51,37,0
m,23,50,37,0
m,24,51,38,0
m,23,51,38,0
m,23,52,37,0
m,23,53,37,0
m,23,51,38,0
m,22,53,38,0
m,20,52,38,0
m,20,54,36,0
m,18,56,37,0
m,19,53,37,0
m,22,48,36,0
m,23,46,36,0
m,23,49,35,0
m,22,50,36,0
m,22,49,35,0
m,22,47,35,0
m,23,46,36,0
m,24,50,36,0
m,25,48,36,0
m,25,47,35,0
m,24,47,36,0
m,25,47,36,0
m,25,49,37,0
m,24,49,37,0
m,23,50,37,0
m,22,49,38,0
m,18,52,37,0
m,13,53,37,0
m,12,52,37,0
m,16,50,38,0
m,16,48,35,0
m,15,50,36,0
m,16,50,38,0
m,18,49,37,0
m,21,47,36,0
m,25,46,38,0
m,23,47,37,0
m,24,48,39,0
m,25,46,37,0
m,23,47,38,0
m,24,47,39,0
m,24,47,38,0
m,22,48,39,0
m,21,46,39,0
m,18,46,37,0
m,16,46,36,0
m,12,46,36,0
m,9,47,36,0
m,12,46,37,0
m,16,45,34,0
m,14,42,33,0
m,9,41,34,0
m,9,43,34,0
m,12,43,33,0
m,12,41,34,0
m,14,41,34,0
m,15,41,36,0
m,14,40,36,0
m,15,40,35,0
m,16,40,35,0
m,18,40,35,0
m,17,41,35,0
m,14,40,35,0
m,13,40,35,0
m,11,40,34,0
m,9,40,34,0
m,6,40,32,0
m,2,40,33,0
m,8,40,35,0
m,17,39,36,0
m,15,39,35,0
m,12,39,33,0
m,12,37,33,0
m,15,37,34,0
m,16,37,35,0
m,16,38,35,0
m,17,39,37,0
m,16,39,37,0
m,16,40,37,0
m,16,40,39,0
m,15,40,38,0
m,15,40,38,0
m,13,42,38,0
m,13,41,38,0
m,11,41,37,0
m,10,41,36,0
m,7,41,34,0
m,6,41,36,0
m,6,41,36,0
m,13,42,34,0
m,14,40,33,0
m,10,40,32,0
m,9,40,31,0
m,11,39,29,0
m,13,38,30,0
m,14,38,30,0
m,14,39,29,0
m,13,38,29,0
m,15,38,28,0
m,15,37,30,0
m,16,37,29,0
m,14,38,29,0
m,14,38,30,0
m,13,39,31,0
m,13,38,31,0
m,12,37,32,0
m,14,39,33,0
m,11,38,33,0
m,7,39,33,0
m,10,41,33,0
m,16,40,34,0
m,13,41,35,0
m,9,42,34,0
m,9,40,33,0
m,14,41,32,0
m,14,40,31,0
m,15,38,33,0
m,16,39,32,0
m,15,40,32,0
m,15,41,33,0
m,15,40,33,0
m,15,40,33,0
m,14,40,33,0
m,11,39,32,0
m,10,40,32,0
m,8,39,32,0
m,7,39,31,0
m,9,40,31,0
m,9,40,31,0
m,13,38,31,0
m,12,33,31,0
m,11,33,28,0
m,11,33,29,0
m,11,35,28,0
m,15,38,27,0
m,15,39,27,0
m,14,36,28,0
m,14,36,28,0
m,14,37,28,0
m,14,37,28,0
m,13,38,28,0
m,13,38,28,0
m,11,38,29,0
m,13,37,28,0
m,13,38,29,0
m,13,39,29,0
m,11,39,29,0
m,11,38,28,0
m,9,37,28,0
m,6,36,28,0
m,6,36,29,0
m,12,36,30,0
m,13,35,32,0
m,13,32,32,0
m,11,33,31,0
m,12,33,33,0
m,12,34,33,0
m,14,34,34,0
m,15,35,33,0
m,14,33,33,0
m,13,34,32,0
m,13,33,31,0
m,12,35,30,0
m,12,35,30,0
m,12,35,31,0
m,12,36,32,0
m,15,36,32,0
m,15,37,33,0
m,14,37,32,0
m,13,39,34,0
m,12,38,34,0
m,11,38,32,0
m,5,37,30,0
m,2,40,31,0
m,4,40,30,0
m,9,39,30,0
m,8,37,28,0
m,9,36,28,0
m,10,38,28,0
m,15,37,27,0
m,17,38,28,0
m,16,37,27,0
m,16,36,27,0
m,15,38,27,0
m,16,38,27,0
m,16,39,28,0
m,16,39,29,0
m,16,39,30,0
m,15,38,30,0
m,12,38,29,0
m,12,39,29,0
m,12,40,31,0
m,10,39,31,0
m,5,39,30,0
m,7,38,32,0
m,11,39,33,0
m,16,38,35,0
m,15,37,32,0
m,10,37,33,0
m,7,36,32,0
m,11,35,33,0
m,13,36,34,0
m,15,36,33,0
m,15,38,33,0
m,16,37,33,0
m,15,37,33,0
m,16,37,34,0
m,16,38,35,0
m,15,38,34,0
m,16,39,35,0
m,13,40,35,0
m,12,38,35,0
m,10,39,34,0
m,5,40,34,0
m,3,40,35,0
m,2,42,36,0
m,8,39,35,0
m,14,40,34,0
m,16,38,34,0
m,13,38,33,0
m,10,39,31,0
m,11,37,32,0
m,13,37,32,0
m,13,38,31,0
m,14,38,32,0
m,14,40,31,0
m,15,39,31,0
m,14,38,31,0
m,15,38,32,0
m,16,38,31,0
m,16,38,34,0
m,13,38,32,0
m,12,39,32,0
m,11,37,32,0
m,9,38,33,0
m,1,38,32,0
m,10,39,35,0
m,16,38,37,0
m,12,38,36,0
m,6,37,34,0
m,8,35,35,0
m,11,32,36,0
m,14,34,37,0
m,12,35,36,0
m,15,36,37,0
m,16,37,38,0
m,17,39,38,0
m,18,38,38,0
m,18,38,37,0
m,17,38,38,0
m,16,38,38,0
m,14,38,37,0
m,10,39,37,0
m,9,37,37,0
m,4,40,36,0
m,2,40,38,0
m,3,40,36,0
m,8,39,36,0
m,13,38,35,0
m,13,37,33,0
m,11,38,33,0
m,7,36,32,0
m,13,36,32,0
m,15,36,32,0
m,16,38,33,0
m,17,39,33,0
m,16,40,34,0
m,17,39,33,0
m,17,38,35,0
m,18,37,34,0
m,17,37,35,0
m,16,37,35,0
m,13,39,34,0
m,10,40,34,0
m,9,40,34,0
m,9,40,34,0
m,1,42,32,0
m,4,40,34,0
m,10,40,37,0
m,16,37,34,0
m,10,38,33,0
m,9,38,31,0
m,14,37,32,0
m,15,37,33,0
m,18,38,34,0
m,19,40,35,0
m,18,40,34,0
m,17,39,36,0
m,16,39,36,0
m,16,38,37,0
m,14,41,38,0
m,12,41,40,0
m,11,42,40,0
m,9,42,38,0
m,10,40,39,0
m,7,41,37,0
m,3,41,37,0
m,5,40,36,0
m,11,41,35,0
m,14,38,33,0
m,13,38,30,0
m,10,38,31,0
m,11,37,29,0
m,13,37,29,0
m,16,39,29,0
m,17,38,29,0
m,17,38,29,0
m,17,37,30,0
m,16,38,30,0
m,17,38,31,0
m,15,39,32,0
m,13,40,32,0
m,10,38,31,0
m,9,39,31,0
m,10,40,32,0
m,8,40,32,0
m,3,39,32,0
m,7,39,33,0
m,15,38,36,0
m,12,38,34,0
m,7,39,33,0
m,8,36,34,0
m,14,34,34,0
m,15,36,34,0
m,17,36,35,0
m,17,38,34,0
m,16,37,35,0
m,16,38,34,0
m,16,38,36,0
m,16,39,37,0
m,16,39,37,0
m,15,41,37,0
m,14,39,37,0
m,12,39,36,0
m,10,39,36,0
m,11,38,34,0
m,4,41,35,0
m,4,42,35,0
m,6,42,33,0
m,14,40,32,0
m,12,38,31,0
m,10,38,30,0
m,10,38,31,0
m,13,37,30,0
m,15,37,31,0
m,13,37,30,0
m,16,37,32,0
m,18,37,32,0
m,17,38,32,0
m,16,38,32,0
m,18,39,33,0
m,16,37,33,0
m,15,38,32,0
m,13,37,33,0
m,10,37,32,0
m,8,38,32,0
m,1,40,32,0
m,5,40,33,0
m,12,40,37,0
m,15,40,35,0
m,6,38,33,0
m,9,38,33,0
m,13,35,34,0
m,17,34,35,0
m,16,37,34,0
m,16,38,35,0
m,17,39,35,0
m,15,39,36,0
m,16,37,36,0
m,14,38,37,0
m,16,37,38,0
m,14,39,38,0
m,14,39,38,0
m,14,37,38,0
m,12,38,37,0
m,12,40,36,0
m,8,39,35,0
m,5,41,35,0
m,4,41,36,0
m,8,42,34,0
m,15,40,33,0
m,14,37,33,0
m,10,37,32,0
m,9,39,31,0
m,12,38,30,0
m,14,38,31,0
m,12,38,31,0
m,13,38,32,0
m,16,38,31,0
m,15,37,32,0
m,16,37,32,0
m,16,40,33,0
m,16,37,32,0
m,16,39,32,0
m,15,39,33,0
m,13,40,33,0
m,11,39,34,0
m,9,42,33,0
m,3,42,33,0
m,4,44,35,0
m,12,41,36,0
m,16,39,36,0
m,10,39,34,0
m,9,38,34,0
m,9,39,33,0
m,13,39,34,0
m,15,41,34,0
m,17,41,35,0
m,17,40,35,0
m,18,41,34,0
m,17,39,36,0
m,17,39,35,0
m,16,39,37,0
m,16,40,36,0
m,16,39,36,0
m,16,40,36,0
m,13,41,35,0
m,7,40,35,0
m,2,42,35,0
m,4,43,35,0
m,9,43,35,0
m,15,40,34,0
m,17,39,34,0
m,13,40,33,0
m,9,40,32,0
m,9,39,31,0
m,12,38,30,0
m,13,38,31,0
m,13,37,30,0
m,12,39,31,0
m,12,39,30,0
m,12,41,30,0
m,11,41,30,0
m,11,44,32,0
m,11,47,34,0
m,12,48,35,0
m,15,49,35,0
m,17,47,34,0
m,19,47,35,0
m,22,45,36,0
m,23,45,34,0
m,26,45,34,0
m,25,45,35,0
m,26,44,35,0
m,24,43,36,0
m,22,45,34,0
m,20,43,33,0
m,20,44,34,0
m,15,44,35,0
m,15,43,34,0
m,15,44,35,0
m,15,44,36,0
m,15,44,35,0
m,13,44,34,0
m,11,44,33,0
m,10,44,34,0
m,9,45,33,0
m,10,45,33,0
m,12,43,34,0
m,11,44,33,0
m,13,43,33,0
m,13,42,32,0
m,12,42,33,0
m,11,42,34,0
m,13,42,34,0
m,13,40,34,0
m,12,40,34,0
m,12,40,34,0
m,13,41,34,0
m,11,41,34,0
m,13,41,36,0
m,11,40,37,0
m,9,40,38,0
m,11,39,36,0
m,13,37,35,0
m,13,38,34,0
m,11,39,33,0
m,12,38,34,0
m,14,39,32,0
m,11,38,31,0
m,9,39,30,0
m,10,39,32,0
m,13,39,31,0
m,14,39,31,0
m,15,39,32,0
m,16,40,32,0
m,16,40,32,0
m,15,39,32,0
m,14,40,32,0
m,12,40,32,0
m,13,42,32,0
m,12,41,33,0
m,13,42,34,0
m,15,41,34,0
m,15,40,35,0
m,16,42,34,0
m,16,40,35,0
m,15,41,34,0
m,14,41,34,0
m,11,42,33,0
m,11,42,33,0
m,11,40,32,0
m,7,40,30,0
m,2,41,30,0
m,10,39,32,0
m,20,40,34,0
m,16,41,33,0
m,13,40,32,0
m,16,36,33,0
m,15,38,31,0
m,18,37,32,0
m,15,39,32,0
m,13,40,33,0
m,13,41,33,0
m,13,38,34,0
m,14,38,34,0
m,14,40,34,0
m,14,39,35,0
m,13,37,34,0
m,12,37,33,0
m,9,38,31,0
m,8,39,32,0
m,8,40,31,0
m,3,42,29,0
m,0,41,30,0
m,8,41,32,0
m,17,41,33,0
m,16,38,32,0
m,11,39,31,0
m,9,38,28,0
m,12,36,28,0
m,12,37,26,0
m,13,36,28,0
m,14,35,28,0
m,15,36,27,0
m,14,36,27,0
m,13,36,26,0
m,15,36,28,0
m,14,36,28,0
m,15,38,29,0
m,12,38,30,0
m,12,37,32,0
m,10,37,32,0
m,13,39,36,0
m,15,37,37,0
m,11,39,36,0
m,8,38,34,0
m,11,36,34,0
m,12,36,35,0
m,16,36,35,0
m,13,38,35,0
m,14,39,35,0
m,13,38,35,0
m,14,37,36,0
m,13,38,37,0
m,14,40,35,0
m,14,41,36,0
m,12,40,35,0
m,11,42,34,0
m,12,44,33,0
m,12,45,33,0
m,12,44,32,0
m,11,45,34,0
m,12,48,31,0
m,12,50,29,0
m,14,51,29,0
m,15,51,29,0
m,14,53,29,0
m,16,53,31,0
m,15,55,31,0
m,17,51,33,0
m,20,45,36,0
m,23,48,38,0
m,24,44,40,0
m,26,40,42,0
m,26,39,42,0
m,25,40,45,0
m,26,38,48,0
m,25,38,49,0
m,26,43,49,0
m,25,43,50,0
m,26,44,50,0
m,27,43,51,0
m,27,43,51,0
m,26,40,50,0
m,25,36,50,0
m,25,35,49,0
m,24,34,49,0
m,24,35,50,0
m,25,38,51,0
m,23,41,51,0
m,24,43,50,0
m,26,43,48,0
m,27,43,46,0
m,30,46,46,0
m,29,46,44,0
m,30,45,44,0
m,29,44,44,0
m,29,45,44,0
m,29,45,46,0
m,29,44,47,0
m,28,44,47,0
m,27,43,45,0
m,25,45,46,0
m,26,44,45,0
m,25,47,46,0
m,22,46,46,0
m,19,48,47,0
m,18,49,46,0
m,16,48,44,0
m,18,47,44,0
m,19,47,42,0
m,22,45,42,0
m,21,47,42,0
m,19,49,42,0
m,19,50,42,0
m,18,50,41,0
m,20,48,40,0
m,19,47,39,0
m,21,48,39,0
m,21,47,40,0
m,20,45,39,0
m,19,45,39,0
m,19,47,40,0
m,19,49,40,0
m,18,50,40,0
m,18,49,40,0
m,19,46,40,0
m,19,46,39,0
m,17,44,38,0
m,16,47,38,0
m,14,48,38,0
m,13,49,40,0
m,16,49,41,0
m,16,49,38,0
m,16,47,36,0
m,17,45,37,0
m,18,45,38,0
m,20,45,37,0
m,21,46,38,0
m,22,47,39,0
m,23,45,39,0
m,24,45,36,0
m,24,44,37,0
m,24,45,39,0
m,22,44,38,0
m,19,46,37,0
m,19,45,38,0
m,16,45,36,0
m,14,45,36,0
m,13,44,36,0
m,9,45,34,0
m,4,47,34,0
m,5,45,34,0
m,12,43,33,0
m,14,44,32,0
m,10,43,31,0
m,9,44,31,0
m,13,42,31,0
m,16,42,31,0
m,16,42,31,0
m,15,42,31,0
m,17,44,30,0
m,18,44,31,0
m,17,45,30,0
m,16,48,31,0
m,15,52,32,0
m,14,50,32,0
m,17,50,32,0
m,19,49,33,0
m,19,49,33,0
m,20,49,34,0
m,19,49,36,0
m,20,49,36,0
m,19,49,37,0
m,18,49,37,0
m,20,51,36,0
m,21,52,38,0
m,22,51,37,0
m,25,52,41,0
m,25,47,43,0
m,25,44,43,0
m,29,42,47,0
m,31,43,46,0
m,30,42,47,0
m,30,40,47,0
m,27,40,49,0
m,28,41,48,0
m,27,38,47,0
m,28,41,49,0
m,28,44,52,0
m,27,42,52,0
m,29,45,51,0
m,29,42,50,0
m,29,45,49,0
m,29,46,47,0
m,29,46,49,0
m,31,44,48,0
m,31,44,49,0
m,31,46,49,0
m,30,44,49,0
m,30,44,50,0
m,30,42,50,0
m,31,43,51,0
m,30,41,51,0
m,31,41,51,0
m,31,43,51,0
m,31,42,50,0
m,30,41,50,0
m,31,41,50,0
m,31,42,50,0
m,30,41,51,0
m,30,42,51,0
m,31,42,51,0
m,32,42,52,0
m,33,41,51,0
m,33,41,51,0
m,32,40,51,0
m,32,41,50,0
m,32,40,50,0
m,31,41,52,0
m,31,41,52,0
m,32,41,52,0
m,31,40,52,0
m,31,41,51,0
m,32,41,52,0
m,32,40,52,0
m,32,40,51,0
m,31,40,52,0
m,33,40,52,0
m,32,40,51,0
m,32,39,51,0
m,29,39,51,0
m,32,40,52,0
m,42,32,53,0
m,40,33,53,0
m,40,34,53,0
m,39,36,52,0
m,40,34,53,0
m,41,36,53,0
m,41,36,51,0
m,42,34,50,0
m,41,36,49,0
m,43,36,48,0
m,41,36,47,0
m,42,37,47,0
m,41,40,45,0
m,40,40,44,0
m,40,41,45,0
m,40,44,45,0
m,39,45,42,0
m,43,47,40,0
m,33,47,37,0
m,32,52,38,0
m,31,53,40,0
m,29,49,41,0
m,26,48,43,0
m,25,46,47,0
m,25,44,48,0
m,24,38,44,0
m,17,44,46,0
m,16,43,45,0
m,14,40,42,0
m,11,37,42,0
m,9,38,40,0
m,6,39,40,0
m,4,41,37,0
m,6,41,37,0
m,8,41,38,0
m,9,41,37,0
m,11,42,37,0
m,10,41,38,0
m,10,39,37,0
m,11,39,36,0
m,12,38,36,0
m,13,39,35,0
m,12,39,36,0
m,12,39,35,0
m,11,38,35,0
m,12,38,35,0
m,13,37,35,0
m,14,36,35,0
m,13,36,35,0
m,14,37,35,0
m,14,36,35,0
m,14,37,36,0
m,14,38,36,0
m,14,39,36,0
m,13,37,36,0
m,13,38,36,0
m,13,39,36,0
m,12,38,36,0
m,13,39,35,0
m,13,38,35,0
m,13,39,36,0
m,12,38,36,0
m,12,39,35,0
m,13,38,36,0
m,13,38,35,0
m,11,39,36,0
m,14,39,36,0
m,13,38,35,0
m,13,38,35,0
m,13,38,36,0
m,12,38,36,0
m,12,39,36,0
m,12,38,36,0
m,12,38,35,0
m,12,37,36,0
m,13,37,35,0
m,13,37,34,0
m,12,37,36,0
m,13,37,34,0
m,13,38,35,0
m,14,37,35,0
m,12,39,36,0
m,12,38,36,0
m,12,36,36,0
m,13,38,36,0
m,12,37,37,0
m,12,38,38,0
m,13,39,36,0
m,14,38,38,0
m,14,40,38,0
m,15,39,38,0
m,15,41,38,0
m,14,39,39,0
m,15,41,39,0
m,14,40,40,0
m,13,39,39,0
m,12,41,38,0
m,12,40,39,0
m,11,40,38,0
m,12,40,38,0
m,12,38,37,0
m,9,40,36,0
m,6,39,35,0
m,8,39,37,0
m,13,37,34,0
m,9,36,34,0
m,9,34,34,0
m,12,36,34,0
m,15,35,34,0
m,15,37,34,0
m,14,36,35,0
m,14,37,33,0
m,15,37,35,0
m,16,36,33,0
m,18,36,34,0
m,18,37,33,0
m,16,37,34,0
m,12,40,33,0
m,9,43,35,0
m,9,42,34,0
m,10,41,34,0
m,7,41,36,0
m,5,42,34,0
m,9,43,35,0
m,13,43,36,0
m,15,42,37,0
m,15,43,37,0
m,15,41,37,0
m,16,39,35,0
m,16,39,35,0
m,17,39,36,0
m,17,39,37,0
m,16,39,37,0
m,16,40,37,0
m,15,40,37,0
m,14,39,37,0
m,11,40,37,0
m,10,39,36,0
m,8,38,37,0
m,8,40,38,0
m,6,40,37,0
m,5,41,37,0
m,7,40,38,0
m,8,38,35,0
m,7,36,34,0
m,7,34,34,0
m,12,35,33,0
m,13,36,34,0
m,16,38,35,0
m,16,38,34,0
m,17,37,33,0
m,17,37,33,0
m,19,37,34,0
m,16,37,34,0
m,18,39,34,0
m,14,39,35,0
m,11,38,36,0
m,10,37,35,0
m,3,37,34,0
m,6,37,36,0
m,11,38,39,0
m,13,39,40,0
m,12,37,38,0
m,12,37,37,0
m,14,37,37,0
m,16,38,39,0
m,18,38,37,0
m,16,38,37,0
m,16,39,38,0
m,15,39,37,0
m,15,38,37,0
m,14,39,37,0
m,14,39,38,0
m,12,40,37,0
m,10,39,38,0
m,8,39,38,0
m,5,38,37,0
m,5,39,40,0
m,9,39,39,0
m,9,37,35,0
m,7,38,36,0
m,8,36,36,0
m,11,36,35,0
m,14,36,35,0
m,15,36,35,0
m,14,36,35,0
m,13,37,33,0
m,14,36,33,0
m,14,35,34,0
m,14,36,34,0
m,18,37,34,0
m,15,38,34,0
m,14,37,35,0
m,14,37,34,0
m,13,37,36,0
m,8,39,34,0
m,7,42,34,0
m,11,39,38,0
m,14,35,40,0
m,13,35,38,0
m,11,34,38,0
m,12,36,37,0
m,14,37,38,0
m,16,37,38,0
m,16,39,39,0
m,15,38,38,0
m,15,39,39,0
m,14,39,40,0
m,14,38,39,0
m,13,37,38,0
m,11,40,37,0
m,7,38,37,0
m,7,38,38,0
m,9,38,38,0
m,8,37,38,0
m,5,40,39,0
m,11,37,37,0
m,13,36,35,0
m,10,37,36,0
m,10,37,36,0
m,11,36,34,0
m,12,34,34,0
m,13,34,35,0
m,13,36,33,0
m,12,36,32,0
m,12,36,33,0
m,12,37,33,0
m,15,36,34,0
m,16,36,35,0
m,17,38,34,0
m,15,37,35,0
m,14,36,35,0
m,14,37,36,0
m,7,36,35,0
m,8,37,35,0
m,10,38,37,0
m,11,38,39,0
m,12,39,40,0
m,12,38,38,0
m,15,37,37,0
m,15,37,36,0
m,14,38,36,0
m,14,39,37,0
m,14,40,37,0
m,13,39,37,0
m,14,40,37,0
m,14,38,39,0
m,14,38,38,0
m,12,39,38,0
m,9,42,37,0
m,9,39,39,0
m,9,37,38,0
m,5,39,38,0
m,6,38,39,0
m,10,37,36,0
m,10,36,36,0
m,9,36,36,0
m,7,36,35,0
m,9,36,34,0
m,13,35,34,0
m,14,35,34,0
m,14,37,34,0
m,15,36,34,0
m,15,36,34,0
m,17,37,33,0
m,18,35,34,0
m,15,37,34,0
m,15,37,34,0
m,14,38,34,0
m,11,37,35,0
m,5,36,35,0
m,8,37,37,0
m,11,38,37,0
m,10,39,39,0
m,11,39,38,0
m,11,37,37,0
m,15,36,38,0
m,17,36,37,0
m,15,38,36,0
m,15,39,38,0
m,13,39,38,0
m,14,39,38,0
m,15,39,38,0
m,13,38,38,0
m,11,38,38,0
m,8,39,37,0
m,9,40,38,0
m,7,39,38,0
m,4,40,40,0
m,7,39,39,0
m,11,37,36,0
m,9,37,36,0
m,9,36,35,0
m,9,37,35,0
m,12,36,34,0
m,14,36,34,0
m,13,36,33,0
m,13,35,33,0
m,13,35,33,0
m,13,35,33,0
m,15,36,33,0
m,14,38,34,0
m,15,37,33,0
m,13,37,34,0
m,13,36,34,0
m,14,37,35,0
m,9,37,35,0
m,8,36,35,0
m,14,36,36,0
m,14,38,39,0
m,12,39,38,0
m,12,38,36,0
m,13,37,38,0
m,14,36,38,0
m,15,38,38,0
m,14,39,38,0
m,13,38,38,0
m,14,38,39,0
m,14,38,39,0
m,13,39,39,0
m,11,40,39,0
m,11,39,39,0
m,9,39,38,0
m,10,39,37,0
m,5,40,38,0
m,3,39,39,0
m,10,37,37,0
m,9,35,35,0
m,7,37,36,0
m,9,37,36,0
m,11,36,35,0
m,12,37,33,0
m,12,36,34,0
m,11,36,33,0
m,12,34,32,0
m,14,35,33,0
m,16,37,33,0
m,17,35,32,0
m,16,37,33,0
m,12,37,35,0
m,13,36,34,0
m,14,38,34,0
m,10,38,36,0
m,6,37,35,0
m,12,36,36,0
m,15,39,38,0
m,14,37,39,0
m,10,41,38,0
m,8,37,37,0
m,14,38,38,0
m,15,36,37,0
m,15,40,39,0
m,15,40,38,0
m,14,40,38,0
m,14,40,39,0
m,14,39,37,0
m,13,39,38,0
m,12,40,38,0
m,10,39,38,0
m,8,39,37,0
m,6,40,36,0
m,2,40,36,0
m,6,39,36,0
m,9,37,35,0
m,7,37,34,0
m,8,35,34,0
m,6,35,32,0
m,13,24,29,0
m,14,35,34,0
m,13,36,34,0
m,14,36,33,0
m,15,37,34,0
m,16,37,34,0
m,18,36,34,0
m,19,38,35,0
m,18,37,34,0
m,15,37,36,0
m,14,37,35,0
m,13,36,34,0
m,8,37,35,0
m,4,37,35,0
m,7,37,34,0
m,7,38,36,0
m,7,38,36,0
m,8,40,34,0
m,11,37,33,0
m,11,36,35,0
m,15,37,35,0
m,16,40,35,0
m,15,38,35,0
m,15,40,35,0
m,15,39,35,0
m,16,38,36,0
m,13,40,37,0
m,12,39,38,0
m,9,39,38,0
m,10,38,39,0
m,5,39,41,0
m,3,39,42,0
m,7,37,38,0
m,9,34,38,0
m,8,35,39,0
m,8,35,36,0
m,10,35,36,0
m,11,34,37,0
m,10,35,34,0
m,11,37,36,0
m,14,35,33,0
m,17,35,33,0
m,18,37,35,0
m,19,36,35,0
m,17,36,34,0
m,18,38,34,0
m,16,40,36,0
m,13,36,36,0
m,10,36,35,0
m,2,37,33,0
m,6,38,36,0
m,12,39,39,0
m,10,38,39,0
m,10,38,38,0
m,12,37,36,0
m,10,37,35,0
m,12,35,36,0
m,13,38,36,0
m,15,40,35,0
m,15,37,35,0
m,15,39,36,0
m,15,39,36,0
m,14,39,37,0
m,13,40,37,0
m,11,40,38,0
